gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000172493	AFF1	AF4/FMR2 family member 1	4q21.3, 4q22.1	protein_coding	2	374	0.53	271	16477	1.64	517	7	1.35	51	9.86	2	Cancer Gene Census
ENSG00000175832	ETV4	ETS variant transcription factor 4	17q21.31	protein_coding	2	374	0.53	106	16477	0.64	517	22	4.26	30	5.80	2	Cancer Gene Census
ENSG00000176571	CNBD1	cyclic nucleotide binding domain containing 1	8q21.3	protein_coding	2	374	0.53	245	16477	1.49	517	48	9.28	49	9.48	2	Cancer Gene Census
ENSG00000178562	CD28	CD28 molecule	2q33.2	protein_coding	2	374	0.53	73	16477	0.44	517	60	11.61	27	5.22	2	Cancer Gene Census
ENSG00000179348	GATA2	GATA binding protein 2	3q21.3	protein_coding	2	374	0.53	129	16477	0.78	517	40	7.74	92	17.79	2	Cancer Gene Census
ENSG00000179750	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	22q13.1	protein_coding	2	374	0.53	100	16477	0.61	517	16	3.09	32	6.19	2	Cancer Gene Census
ENSG00000181690	PLAG1	PLAG1 zinc finger	8q12.1	protein_coding	2	374	0.53	182	16477	1.10	517	45	8.70	58	11.22	2	Cancer Gene Census
ENSG00000182158	CREB3L2	cAMP responsive element binding protein 3 like 2	7q33	protein_coding	2	374	0.53	137	16477	0.83	517	137	26.50	7	1.35	2	Cancer Gene Census
ENSG00000182944	EWSR1	EWS RNA binding protein 1	22q12.2	protein_coding	2	374	0.53	163	16477	0.99	517	15	2.90	27	5.22	2	Cancer Gene Census
ENSG00000183337	BCOR	BCL6 corepressor	Xp11.4	protein_coding	2	374	0.53	492	16477	2.99	517	0	0.00	0	0.00	2	Cancer Gene Census
ENSG00000184507	NUTM1	NUT midline carcinoma family member 1	15q14	protein_coding	2	374	0.53	309	16477	1.88	517	16	3.09	28	5.42	2	Cancer Gene Census
ENSG00000184675	AMER1	APC membrane recruitment protein 1	Xq11.2	protein_coding	2	374	0.53	430	16477	2.61	517	0	0.00	0	0.00	2	Cancer Gene Census
ENSG00000184702	SEPTIN5	septin 5	22q11.21	protein_coding	2	374	0.53	116	16477	0.70	517	23	4.45	23	4.45	2	Cancer Gene Census
ENSG00000185920	PTCH1	patched 1	9q22.32	protein_coding	2	374	0.53	386	16477	2.34	517	7	1.35	108	20.89	2	Cancer Gene Census
ENSG00000196220	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3p25.3	protein_coding	2	374	0.53	298	16477	1.81	517	2	0.39	441	85.30	2	Cancer Gene Census
ENSG00000196924	FLNA	filamin A	Xq28	protein_coding	2	374	0.53	589	16477	3.57	517	0	0.00	0	0.00	2	Cancer Gene Census
ENSG00000197013	ZNF429	zinc finger protein 429	19p12	protein_coding	2	374	0.53	199	16477	1.21	517	89	17.21	8	1.55	2	Cancer Gene Census
ENSG00000197323	TRIM33	tripartite motif containing 33	1p13.2	protein_coding	2	374	0.53	212	16477	1.29	517	7	1.35	59	11.41	2	Cancer Gene Census
ENSG00000198173	FAM47C	family with sequence similarity 47 member C	Xp21.1	protein_coding	2	374	0.53	633	16477	3.84	517	0	0.00	0	0.00	2	Cancer Gene Census
ENSG00000198604	BAZ1A	bromodomain adjacent to zinc finger domain 1A	14q13.1, 14q13.2	protein_coding	2	374	0.53	270	16477	1.64	517	8	1.55	180	34.82	2	Cancer Gene Census
ENSG00000198900	TOP1	DNA topoisomerase I	20q12	protein_coding	2	374	0.53	168	16477	1.02	517	74	14.31	1	0.19	2	Cancer Gene Census
ENSG00000204103	MAFB	MAF bZIP transcription factor B	20q12	protein_coding	2	374	0.53	81	16477	0.49	517	74	14.31	1	0.19	2	Cancer Gene Census
ENSG00000214562	NUTM2D	NUT family member 2D	10q23.2	protein_coding	2	374	0.53	59	16477	0.36	517	11	2.13	84	16.25	2	Cancer Gene Census
ENSG00000221829	FANCG	FA complementation group G	9p13.3	protein_coding	2	374	0.53	114	16477	0.69	517	9	1.74	111	21.47	3	Cancer Gene Census
ENSG00000270647	TAF15	TATA-box binding protein associated factor 15	17q12	protein_coding	2	374	0.53	154	16477	0.93	517	23	4.45	30	5.80	2	Cancer Gene Census
ENSG00000007237	GAS7	growth arrest specific 7	17p13.1	protein_coding	1	374	0.27	163	16477	0.99	517	17	3.29	49	9.48	1	Cancer Gene Census
ENSG00000007312	CD79B	CD79b molecule	17q23.3	protein_coding	1	374	0.27	68	16477	0.41	517	35	6.77	23	4.45	1	Cancer Gene Census
ENSG00000019582	CD74	CD74 molecule	5q33.1	protein_coding	1	374	0.27	53	16477	0.32	517	286	55.32	4	0.77	1	Cancer Gene Census
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	11q22.2	protein_coding	1	374	0.27	151	16477	0.92	517	24	4.64	17	3.29	1	Cancer Gene Census
ENSG00000026103	FAS	Fas cell surface death receptor	10q23.31	protein_coding	1	374	0.27	141	16477	0.86	517	7	1.35	95	18.38	1	Cancer Gene Census
ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1	6q23.3	protein_coding	1	374	0.27	241	16477	1.46	517	7	1.35	139	26.89	1	Cancer Gene Census
ENSG00000029534	ANK1	ankyrin 1	8p11.21	protein_coding	1	374	0.27	705	16477	4.28	517	19	3.68	104	20.12	1	Cancer Gene Census
ENSG00000044524	EPHA3	EPH receptor A3	3p11.1	protein_coding	1	374	0.27	525	16477	3.19	517	19	3.68	216	41.78	1	Cancer Gene Census
ENSG00000046889	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	8q13.2	protein_coding	1	374	0.27	698	16477	4.24	517	46	8.90	52	10.06	1	Cancer Gene Census
ENSG00000051108	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	16q13	protein_coding	1	374	0.27	77	16477	0.47	517	70	13.54	19	3.68	1	Cancer Gene Census
ENSG00000064012	CASP8	caspase 8	2q33.1	protein_coding	1	374	0.27	319	16477	1.94	517	60	11.61	26	5.03	1	Cancer Gene Census
ENSG00000064933	PMS1	PMS1 homolog 1, mismatch repair system component	2q32.2	protein_coding	1	374	0.27	183	16477	1.11	517	61	11.80	24	4.64	1	Cancer Gene Census
ENSG00000065057	NTHL1	nth like DNA glycosylase 1	16p13.3	protein_coding	1	374	0.27	71	16477	0.43	517	58	11.22	59	11.41	1	Cancer Gene Census
ENSG00000069399	BCL3	BCL3 transcription coactivator	19q13.32	protein_coding	1	374	0.27	95	16477	0.58	517	35	6.77	10	1.93	1	Cancer Gene Census
ENSG00000072062	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	19p13.12	protein_coding	1	374	0.27	112	16477	0.68	517	26	5.03	29	5.61	1	Cancer Gene Census
ENSG00000072501	SMC1A	structural maintenance of chromosomes 1A	Xp11.22	protein_coding	1	374	0.27	269	16477	1.63	517	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000073792	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	3q27.2	protein_coding	1	374	0.27	184	16477	1.12	517	57	11.03	53	10.25	1	Cancer Gene Census
ENSG00000073803	MAP3K13	mitogen-activated protein kinase kinase kinase 13	3q27.2	protein_coding	1	374	0.27	250	16477	1.52	517	57	11.03	52	10.06	1	Cancer Gene Census
ENSG00000076242	MLH1	mutL homolog 1	3p22.2	protein_coding	1	374	0.27	200	16477	1.21	517	1	0.19	440	85.11	2	Cancer Gene Census
ENSG00000076685	NT5C2	5'-nucleotidase, cytosolic II	10q24.32, 10q24.33	protein_coding	1	374	0.27	110	16477	0.67	517	7	1.35	79	15.28	1	Cancer Gene Census
ENSG00000078177	N4BP2	NEDD4 binding protein 2	4p14	protein_coding	1	374	0.27	304	16477	1.84	517	9	1.74	61	11.80	1	Cancer Gene Census
ENSG00000078399	HOXA9	homeobox A9	7p15.2	protein_coding	1	374	0.27	79	16477	0.48	517	132	25.53	3	0.58	1	Cancer Gene Census
ENSG00000079102	RUNX1T1	RUNX1 partner transcriptional co-repressor 1	8q21.3	protein_coding	1	374	0.27	513	16477	3.11	517	47	9.09	47	9.09	1	Cancer Gene Census
ENSG00000082805	ERC1	ELKS/RAB6-interacting/CAST family member 1	12p13.33	protein_coding	1	374	0.27	229	16477	1.39	517	88	17.02	7	1.35	1	Cancer Gene Census
ENSG00000083799	CYLD	CYLD lysine 63 deubiquitinase	16q12.1	protein_coding	1	374	0.27	241	16477	1.46	517	74	14.31	18	3.48	1	Cancer Gene Census
ENSG00000085832	EPS15	epidermal growth factor receptor pathway substrate 15	1p32.3	protein_coding	1	374	0.27	183	16477	1.11	517	5	0.97	61	11.80	1	Cancer Gene Census
ENSG00000090659	CD209	CD209 molecule	19p13.2	protein_coding	1	374	0.27	132	16477	0.80	517	25	4.84	35	6.77	1	Cancer Gene Census
ENSG00000092820	EZR	ezrin	6q25.3	protein_coding	1	374	0.27	127	16477	0.77	517	7	1.35	138	26.69	1	Cancer Gene Census
ENSG00000095002	MSH2	mutS homolog 2	2p21, 2p16.3	protein_coding	1	374	0.27	206	16477	1.25	517	55	10.64	17	3.29	1	Cancer Gene Census
ENSG00000099949	LZTR1	leucine zipper like transcription regulator 1	22q11.21	protein_coding	1	374	0.27	275	16477	1.67	517	17	3.29	25	4.84	1	Cancer Gene Census
ENSG00000100030	MAPK1	mitogen-activated protein kinase 1	22q11.22	protein_coding	1	374	0.27	94	16477	0.57	517	17	3.29	24	4.64	1	Cancer Gene Census
ENSG00000100814	CCNB1IP1	cyclin B1 interacting protein 1	14q11.2	protein_coding	1	374	0.27	71	16477	0.43	517	7	1.35	185	35.78	1	Cancer Gene Census
ENSG00000101343	CRNKL1	crooked neck pre-mRNA splicing factor 1	20p11.23	protein_coding	1	374	0.27	200	16477	1.21	517	74	14.31	8	1.55	1	Cancer Gene Census
ENSG00000102974	CTCF	CCCTC-binding factor	16q22.1	protein_coding	1	374	0.27	418	16477	2.54	517	70	13.54	19	3.68	1	Cancer Gene Census
ENSG00000104365	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	8p11.21	protein_coding	1	374	0.27	214	16477	1.30	517	20	3.87	105	20.31	1	Cancer Gene Census
ENSG00000104408	EIF3E	eukaryotic translation initiation factor 3 subunit E	8q23.1	protein_coding	1	374	0.27	148	16477	0.90	517	51	9.86	44	8.51	1	Cancer Gene Census
ENSG00000104419	NDRG1	N-myc downstream regulated 1	8q24.22	protein_coding	1	374	0.27	119	16477	0.72	517	53	10.25	36	6.96	1	Cancer Gene Census
ENSG00000104884	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	19q13.32	protein_coding	1	374	0.27	196	16477	1.19	517	33	6.38	9	1.74	1	Cancer Gene Census
ENSG00000105173	CCNE1	cyclin E1	19q12	protein_coding	1	374	0.27	113	16477	0.69	517	47	9.09	5	0.97	2	Cancer Gene Census
ENSG00000105810	CDK6	cyclin dependent kinase 6	7q21.2	protein_coding	1	374	0.27	94	16477	0.57	517	142	27.47	3	0.58	1	Cancer Gene Census
ENSG00000106462	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	7q36.1	protein_coding	1	374	0.27	222	16477	1.35	517	141	27.27	7	1.35	1	Cancer Gene Census
ENSG00000107485	GATA3	GATA binding protein 3	10p14	protein_coding	1	374	0.27	386	16477	2.34	517	15	2.90	49	9.48	1	Cancer Gene Census
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3	10q23.32	protein_coding	1	374	0.27	107	16477	0.65	517	8	1.55	77	14.89	1	Cancer Gene Census
ENSG00000107929	LARP4B	La ribonucleoprotein 4B	10p15.3	protein_coding	1	374	0.27	268	16477	1.63	517	15	2.90	51	9.86	1	Cancer Gene Census
ENSG00000108946	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	17q24.2	protein_coding	1	374	0.27	96	16477	0.58	517	35	6.77	23	4.45	1	Cancer Gene Census
ENSG00000109670	FBXW7	F-box and WD repeat domain containing 7	4q31.3	protein_coding	1	374	0.27	657	16477	3.99	517	8	1.55	65	12.57	1	Cancer Gene Census
ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family member	12q24.12	protein_coding	1	374	0.27	127	16477	0.77	517	83	16.05	6	1.16	1	Cancer Gene Census
ENSG00000111679	PTPN6	protein tyrosine phosphatase non-receptor type 6	12p13.31	protein_coding	1	374	0.27	153	16477	0.93	517	88	17.02	6	1.16	1	Cancer Gene Census
ENSG00000112237	CCNC	cyclin C	6q16.2	protein_coding	1	374	0.27	69	16477	0.42	517	7	1.35	120	23.21	1	Cancer Gene Census
ENSG00000112576	CCND3	cyclin D3	6p21.1	protein_coding	1	374	0.27	103	16477	0.63	517	9	1.74	78	15.09	1	Cancer Gene Census
ENSG00000113594	LIFR	LIF receptor subunit alpha	5p13.1	protein_coding	1	374	0.27	330	16477	2.00	517	128	24.76	6	1.16	1	Cancer Gene Census
ENSG00000114354	TFG	trafficking from ER to golgi regulator	3q12.2	protein_coding	1	374	0.27	82	16477	0.50	517	30	5.80	136	26.31	1	Cancer Gene Census
ENSG00000114861	FOXP1	forkhead box P1	3p13	protein_coding	1	374	0.27	281	16477	1.71	517	5	0.97	334	64.60	1	Cancer Gene Census
ENSG00000116132	PRRX1	paired related homeobox 1	1q24.2	protein_coding	1	374	0.27	163	16477	0.99	517	54	10.44	26	5.03	1	Cancer Gene Census
ENSG00000116560	SFPQ	splicing factor proline and glutamine rich	1p34.3	protein_coding	1	374	0.27	115	16477	0.70	517	6	1.16	74	14.31	1	Cancer Gene Census
ENSG00000116731	PRDM2	PR/SET domain 2	1p36.21	protein_coding	1	374	0.27	333	16477	2.02	517	2	0.39	97	18.76	1	Cancer Gene Census
ENSG00000116990	MYCL	MYCL proto-oncogene, bHLH transcription factor	1p34.2	protein_coding	1	374	0.27	78	16477	0.47	517	6	1.16	65	12.57	1	Cancer Gene Census
ENSG00000117020	AKT3	AKT serine/threonine kinase 3	1q43, 1q44	protein_coding	1	374	0.27	156	16477	0.95	517	50	9.67	34	6.58	1	Cancer Gene Census
ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B	1p36.13	protein_coding	1	374	0.27	42	16477	0.25	517	2	0.39	94	18.18	1	Cancer Gene Census
ENSG00000118503	TNFAIP3	TNF alpha induced protein 3	6q23.3	protein_coding	1	374	0.27	178	16477	1.08	517	6	1.16	137	26.50	1	Cancer Gene Census
ENSG00000118689	FOXO3	forkhead box O3	6q21	protein_coding	1	374	0.27	125	16477	0.76	517	9	1.74	132	25.53	1	Cancer Gene Census
ENSG00000119508	NR4A3	nuclear receptor subfamily 4 group A member 3	9q31.1	protein_coding	1	374	0.27	162	16477	0.98	517	7	1.35	108	20.89	1	Cancer Gene Census
ENSG00000119866	BCL11A	BAF chromatin remodeling complex subunit BCL11A	2p16.1	protein_coding	1	374	0.27	383	16477	2.32	517	55	10.64	16	3.09	1	Cancer Gene Census
ENSG00000120217	CD274	CD274 molecule	9p24.1	protein_coding	1	374	0.27	59	16477	0.36	517	9	1.74	123	23.79	1	Cancer Gene Census
ENSG00000121067	SPOP	speckle type BTB/POZ protein	17q21.33	protein_coding	1	374	0.27	207	16477	1.26	517	36	6.96	26	5.03	1	Cancer Gene Census
ENSG00000121966	CXCR4	C-X-C motif chemokine receptor 4	2q22.1	protein_coding	1	374	0.27	134	16477	0.81	517	57	11.03	15	2.90	1	Cancer Gene Census
ENSG00000122406	RPL5	ribosomal protein L5	1p22.1	protein_coding	1	374	0.27	159	16477	0.96	517	9	1.74	61	11.80	1	Cancer Gene Census
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	7p15.2	protein_coding	1	374	0.27	167	16477	1.01	517	133	25.73	3	0.58	1	Cancer Gene Census
ENSG00000123080	CDKN2C	cyclin dependent kinase inhibitor 2C	1p32.3	protein_coding	1	374	0.27	57	16477	0.35	517	5	0.97	62	11.99	1	Cancer Gene Census
ENSG00000123364	HOXC13	homeobox C13	12q13.13	protein_coding	1	374	0.27	104	16477	0.63	517	91	17.60	3	0.58	1	Cancer Gene Census
ENSG00000123388	HOXC11	homeobox C11	12q13.13	protein_coding	1	374	0.27	93	16477	0.56	517	91	17.60	3	0.58	1	Cancer Gene Census
ENSG00000123983	ACSL3	acyl-CoA synthetase long chain family member 3	2q36.1	protein_coding	1	374	0.27	123	16477	0.75	517	51	9.86	47	9.09	1	Cancer Gene Census
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	6p21.2	protein_coding	1	374	0.27	110	16477	0.67	517	8	1.55	80	15.47	1	Cancer Gene Census
ENSG00000125354	SEPTIN6	septin 6	Xq24	protein_coding	1	374	0.27	161	16477	0.98	517	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000126524	SBDS	SBDS ribosome maturation factor	7q11.21	protein_coding	1	374	0.27	69	16477	0.42	517	138	26.69	3	0.58	1	Cancer Gene Census
ENSG00000126934	MAP2K2	mitogen-activated protein kinase kinase 2	19p13.3	protein_coding	1	374	0.27	116	16477	0.70	517	22	4.26	51	9.86	1	Cancer Gene Census
ENSG00000127946	HIP1	huntingtin interacting protein 1	7q11.23	protein_coding	1	374	0.27	227	16477	1.38	517	141	27.27	4	0.77	1	Cancer Gene Census
ENSG00000128602	SMO	smoothened, frizzled class receptor	7q32.1	protein_coding	1	374	0.27	198	16477	1.20	517	138	26.69	8	1.55	1	Cancer Gene Census
ENSG00000128713	HOXD11	homeobox D11	2q31.1	protein_coding	1	374	0.27	68	16477	0.41	517	62	11.99	17	3.29	1	Cancer Gene Census
ENSG00000128944	KNSTRN	kinetochore localized astrin (SPAG5) binding protein	15q15.1	protein_coding	1	374	0.27	120	16477	0.73	517	13	2.51	36	6.96	1	Cancer Gene Census
ENSG00000130844	ZNF331	zinc finger protein 331	19q13.42	protein_coding	1	374	0.27	208	16477	1.26	517	36	6.96	8	1.55	1	Cancer Gene Census
ENSG00000132475	H3-3B	H3.3 histone B	17q25.1	protein_coding	1	374	0.27	74	16477	0.45	517	32	6.19	40	7.74	1	Cancer Gene Census
ENSG00000133895	MEN1	menin 1	11q13.1	protein_coding	1	374	0.27	163	16477	0.99	517	21	4.06	27	5.22	1	Cancer Gene Census
ENSG00000134323	MYCN	MYCN proto-oncogene, bHLH transcription factor	2p24.3	protein_coding	1	374	0.27	179	16477	1.09	517	57	11.03	12	2.32	1	Cancer Gene Census
ENSG00000134371	CDC73	cell division cycle 73	1q31.2	protein_coding	1	374	0.27	183	16477	1.11	517	58	11.22	26	5.03	1	Cancer Gene Census
ENSG00000136238	RAC1	Rac family small GTPase 1	7p22.1	protein_coding	1	374	0.27	105	16477	0.64	517	131	25.34	4	0.77	1	Cancer Gene Census
ENSG00000137265	IRF4	interferon regulatory factor 4	6p25.3	protein_coding	1	374	0.27	207	16477	1.26	517	6	1.16	94	18.18	1	Cancer Gene Census
ENSG00000138115	CYP2C8	cytochrome P450 family 2 subfamily C member 8	10q23.33	protein_coding	1	374	0.27	176	16477	1.07	517	12	2.32	78	15.09	1	Cancer Gene Census
ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	2q35	protein_coding	1	374	0.27	158	16477	0.96	517	53	10.25	45	8.70	1	Cancer Gene Census
ENSG00000138448	ITGAV	integrin subunit alpha V	2q32.1	protein_coding	1	374	0.27	261	16477	1.58	517	63	12.19	21	4.06	1	Cancer Gene Census
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1	4q25	protein_coding	1	374	0.27	133	16477	0.81	517	7	1.35	56	10.83	1	Cancer Gene Census
ENSG00000139083	ETV6	ETS variant transcription factor 6	12p13.2	protein_coding	1	374	0.27	233	16477	1.41	517	87	16.83	8	1.55	1	Cancer Gene Census
ENSG00000140464	PML	PML nuclear body scaffold	15q24.1	protein_coding	1	374	0.27	262	16477	1.59	517	15	2.90	25	4.84	1	Cancer Gene Census
ENSG00000141867	BRD4	bromodomain containing 4	19p13.12	protein_coding	1	374	0.27	264	16477	1.60	517	27	5.22	28	5.42	1	Cancer Gene Census
ENSG00000141985	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	19p13.3	protein_coding	1	374	0.27	104	16477	0.63	517	22	4.26	49	9.48	1	Cancer Gene Census
ENSG00000142208	AKT1	AKT serine/threonine kinase 1	14q32.33	protein_coding	1	374	0.27	176	16477	1.07	517	10	1.93	192	37.14	1	Cancer Gene Census
ENSG00000142273	CBLC	Cbl proto-oncogene C	19q13.32	protein_coding	1	374	0.27	101	16477	0.61	517	35	6.77	10	1.93	1	Cancer Gene Census
ENSG00000143379	SETDB1	SET domain bifurcated histone lysine methyltransferase 1	1q21.3	protein_coding	1	374	0.27	296	16477	1.80	517	56	10.83	24	4.64	1	Cancer Gene Census
ENSG00000143549	TPM3	tropomyosin 3	1q21.3	protein_coding	1	374	0.27	116	16477	0.70	517	57	11.03	24	4.64	1	Cancer Gene Census
ENSG00000144476	ACKR3	atypical chemokine receptor 3	2q37.3	protein_coding	1	374	0.27	153	16477	0.93	517	52	10.06	50	9.67	1	Cancer Gene Census
ENSG00000144554	FANCD2	FA complementation group D2	3p25.3	protein_coding	1	374	0.27	272	16477	1.65	517	2	0.39	443	85.69	1	Cancer Gene Census
ENSG00000147257	GPC3	glypican 3	Xq26.2	protein_coding	1	374	0.27	158	16477	0.96	517	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000148737	TCF7L2	transcription factor 7 like 2	10q25.2, 10q25.3	protein_coding	1	374	0.27	300	16477	1.82	517	6	1.16	81	15.67	1	Cancer Gene Census
ENSG00000150907	FOXO1	forkhead box O1	13q14.11	protein_coding	1	374	0.27	164	16477	1.00	517	13	2.51	62	11.99	1	Cancer Gene Census
ENSG00000152942	RAD17	RAD17 checkpoint clamp loader component	5q13.2	protein_coding	1	374	0.27	126	16477	0.76	517	117	22.63	13	2.51	1	Cancer Gene Census
ENSG00000157554	ERG	ETS transcription factor ERG	21q22.2	protein_coding	1	374	0.27	216	16477	1.31	517	37	7.16	45	8.70	1	Cancer Gene Census
ENSG00000157933	SKI	SKI proto-oncogene	1p36.33, 1p36.32	protein_coding	1	374	0.27	116	16477	0.70	517	7	1.35	104	20.12	1	Cancer Gene Census
ENSG00000158711	ELK4	ETS transcription factor ELK4	1q32.1	protein_coding	1	374	0.27	93	16477	0.56	517	53	10.25	29	5.61	1	Cancer Gene Census
ENSG00000160957	RECQL4	RecQ like helicase 4	8q24.3	protein_coding	1	374	0.27	200	16477	1.21	517	49	9.48	66	12.77	1	Cancer Gene Census
ENSG00000161547	SRSF2	serine and arginine rich splicing factor 2	17q25.1	protein_coding	1	374	0.27	76	16477	0.46	517	32	6.19	46	8.90	1	Cancer Gene Census
ENSG00000162613	FUBP1	far upstream element binding protein 1	1p31.1	protein_coding	1	374	0.27	229	16477	1.39	517	13	2.51	58	11.22	1	Cancer Gene Census
ENSG00000163161	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	2q14.3	protein_coding	1	374	0.27	179	16477	1.09	517	53	10.25	15	2.90	1	Cancer Gene Census
ENSG00000163435	ELF3	E74 like ETS transcription factor 3	1q32.1	protein_coding	1	374	0.27	175	16477	1.06	517	50	9.67	30	5.80	1	Cancer Gene Census
ENSG00000163902	RPN1	ribophorin I	3q21.3	protein_coding	1	374	0.27	97	16477	0.59	517	40	7.74	92	17.79	1	Cancer Gene Census
ENSG00000164683	HEY1	hes related family bHLH transcription factor with YRPW motif 1	8q21.13	protein_coding	1	374	0.27	75	16477	0.46	517	46	8.90	52	10.06	1	Cancer Gene Census
ENSG00000164754	RAD21	RAD21 cohesin complex component	8q24.11	protein_coding	1	374	0.27	197	16477	1.20	517	55	10.64	42	8.12	2	Cancer Gene Census
ENSG00000165392	WRN	WRN RecQ like helicase	8p12	protein_coding	1	374	0.27	263	16477	1.60	517	13	2.51	128	24.76	1	Cancer Gene Census
ENSG00000165409	TSHR	thyroid stimulating hormone receptor	14q31.1	protein_coding	1	374	0.27	244	16477	1.48	517	6	1.16	195	37.72	1	Cancer Gene Census
ENSG00000166710	B2M	beta-2-microglobulin	15q21.1	protein_coding	1	374	0.27	178	16477	1.08	517	13	2.51	35	6.77	1	Cancer Gene Census
ENSG00000168036	CTNNB1	catenin beta 1	3p22.1	protein_coding	1	374	0.27	547	16477	3.32	517	1	0.19	442	85.49	1	Cancer Gene Census
ENSG00000168411	RFWD3	ring finger and WD repeat domain 3	16q23.1	protein_coding	1	374	0.27	126	16477	0.76	517	71	13.73	17	3.29	1	Cancer Gene Census
ENSG00000168685	IL7R	interleukin 7 receptor	5p13.2	protein_coding	1	374	0.27	326	16477	1.98	517	128	24.76	6	1.16	1	Cancer Gene Census
ENSG00000169083	AR	androgen receptor	Xq12	protein_coding	1	374	0.27	341	16477	2.07	517	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000169564	PCBP1	poly(rC) binding protein 1	2p13.3	protein_coding	1	374	0.27	120	16477	0.73	517	56	10.83	16	3.09	1	Cancer Gene Census
ENSG00000169714	CNBP	CCHC-type zinc finger nucleic acid binding protein	3q21.3	protein_coding	1	374	0.27	40	16477	0.24	517	40	7.74	89	17.21	1	Cancer Gene Census
ENSG00000169925	BRD3	bromodomain containing 3	9q34.2	protein_coding	1	374	0.27	188	16477	1.14	517	8	1.55	144	27.85	1	Cancer Gene Census
ENSG00000170234	PWWP2A	PWWP domain containing 2A	5q33.3	protein_coding	1	374	0.27	114	16477	0.69	517	289	55.90	3	0.58	1	Cancer Gene Census
ENSG00000171310	CHST11	carbohydrate sulfotransferase 11	12q23.3	protein_coding	1	374	0.27	127	16477	0.77	517	84	16.25	5	0.97	1	Cancer Gene Census
ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1	1p36.31, 1p36.23	protein_coding	1	374	0.27	481	16477	2.92	517	3	0.58	98	18.96	1	Cancer Gene Census
ENSG00000171791	BCL2	BCL2 apoptosis regulator	18q21.33	protein_coding	1	374	0.27	62	16477	0.38	517	18	3.48	80	15.47	1	Cancer Gene Census
ENSG00000172175	MALT1	MALT1 paracaspase	18q21.32	protein_coding	1	374	0.27	142	16477	0.86	517	19	3.68	80	15.47	1	Cancer Gene Census
ENSG00000173757	STAT5B	signal transducer and activator of transcription 5B	17q21.2	protein_coding	1	374	0.27	206	16477	1.25	517	22	4.26	30	5.80	1	Cancer Gene Census
ENSG00000175643	RMI2	RecQ mediated genome instability 2	16p13.13	protein_coding	1	374	0.27	19	16477	0.12	517	77	14.89	6	1.16	1	Cancer Gene Census
ENSG00000176302	FOXR1	forkhead box R1	11q23.3	protein_coding	1	374	0.27	82	16477	0.50	517	19	3.68	22	4.26	2	Cancer Gene Census
ENSG00000178105	DDX10	DEAD-box helicase 10	11q22.3	protein_coding	1	374	0.27	173	16477	1.05	517	18	3.48	20	3.87	1	Cancer Gene Census
ENSG00000179218	CALR	calreticulin	19p13.13	protein_coding	1	374	0.27	95	16477	0.58	517	26	5.03	28	5.42	1	Cancer Gene Census
ENSG00000179295	PTPN11	protein tyrosine phosphatase non-receptor type 11	12q24.13	protein_coding	1	374	0.27	339	16477	2.06	517	83	16.05	6	1.16	1	Cancer Gene Census
ENSG00000180611	MB21D2	Mab-21 domain containing 2	3q29	protein_coding	1	374	0.27	198	16477	1.20	517	57	11.03	57	11.03	1	Cancer Gene Census
ENSG00000180644	PRF1	perforin 1	10q22.1	protein_coding	1	374	0.27	171	16477	1.04	517	14	2.71	70	13.54	1	Cancer Gene Census
